state_abbrev,fips,age_group,race,registered
TX,415,18-34,Hispanic,452
AL,,18-34,Uncoded,28
VA,770,18-34,Asian,37
MN,171,35-64,Asian,63
KY,197,65+,Caucasian,1566
NM,003,35-64,Caucasian,248
TX,203,35-64,Hispanic,249
MS,019,18-34,Caucasian,264
MI,025,35-64,Uncoded,796
MN,155,18-34,Caucasian,237
MN,131,35-64,Uncoded,262
FL,103,18-34,Native American,260
MD,035,18-34,Uncoded,133
KS,209,18-34,Uncoded,1048
VA,069,35-64,African-American,141
AL,095,65+,Hispanic,65
AK,020,18-34,Hispanic,322
NY,045,65+,Hispanic,9
OH,039,65+,Hispanic,124
OK,037,18-34,Uncoded,167
WI,035,65+,Uncoded,124
KY,165,18-34,Caucasian,589
NC,111,35-64,Hispanic,93
IA,115,18-34,Caucasian,952
MS,093,18-34,Uncoded,44
OH,093,35-64,Asian,65
SC,063,35-64,Uncoded,52
WY,007,65+,Caucasian,1346
KS,067,18-34,Hispanic,270
LA,123,35-64,African-American,201
CA,099,18-34,African-American,174
IN,037,65+,Hispanic,25
IN,059,65+,African-American,57
MS,071,18-34,Uncoded,70
SC,033,35-64,Uncoded,0
GA,107,35-64,Uncoded,10
TX,279,18-34,Hispanic,338
MS,069,18-34,African-American,343
GA,287,35-64,Caucasian,1104
OK,013,18-34,Native American,41
MN,139,35-64,African-American,251
TX,053,65+,African-American,18
ND,091,18-34,Native American,1
AP,,18-34,African-American,152
KS,045,18-34,Hispanic,110
MO,,65+,Uncoded,9
SD,053,18-34,Native American,2
TX,349,18-34,Uncoded,272
AR,131,65+,Uncoded,281
MI,027,65+,Native American,7
TX,327,35-64,Caucasian,150
GA,287,18-34,Hispanic,18
TX,395,18-34,Caucasian,979
VA,081,18-34,Caucasian,345
VA,610,18-34,Hispanic,49
GA,119,35-64,African-American,312
AK,130,65+,Uncoded,50
AL,105,18-34,African-American,685
NC,067,35-64,Uncoded,343
LA,015,65+,Native American,31
AR,145,65+,African-American,86
MS,125,65+,Caucasian,272
WY,025,18-34,Uncoded,98
MT,031,65+,Uncoded,132
KS,065,18-34,Caucasian,208
NY,105,18-34,Asian,15
MO,171,65+,Caucasian,924
TX,271,65+,Hispanic,104
TX,209,65+,Uncoded,523
GA,197,35-64,Uncoded,4
NE,061,18-34,Caucasian,295
AZ,017,65+,Native American,439
SC,015,65+,Asian,518
GA,217,18-34,Other,373
GA,065,18-34,African-American,179
TX,005,35-64,Asian,41
IA,021,18-34,Hispanic,433
CO,007,18-34,Hispanic,70
GA,089,65+,Native American,82
VT,021,65+,Hispanic,2
AL,043,35-64,Other,40
AL,093,65+,African-American,87
ND,013,65+,Caucasian,338
OK,131,65+,Uncoded,162
NJ,033,65+,African-American,599
KS,059,18-34,Asian,1
WI,123,65+,Uncoded,56
TX,203,65+,Uncoded,110
ID,077,18-34,Caucasian,315
MT,063,18-34,Asian,4
WI,117,18-34,Uncoded,287
LA,109,18-34,Native American,482
KY,013,35-64,African-American,35
SD,081,18-34,Uncoded,34
VA,097,18-34,Caucasian,452
FL,133,35-64,Hispanic,72
FL,013,65+,African-American,130
PA,095,35-64,Asian,462
AR,029,65+,African-American,182
KY,095,18-34,Uncoded,8
OH,081,35-64,African-American,369
FL,017,18-34,Uncoded,35
IN,167,35-64,African-American,309
AL,101,35-64,Hispanic,326
KY,239,65+,Uncoded,34
MO,201,18-34,African-American,256
TN,107,65+,African-American,164
AR,061,18-34,African-American,131
SC,085,35-64,Uncoded,11
MS,127,18-34,African-American,468
NC,141,18-34,Hispanic,252
VA,061,65+,African-American,266
GA,077,18-34,Asian,246
TX,353,35-64,Uncoded,73
TX,143,18-34,Hispanic,460
MO,069,18-34,African-American,181
MI,101,35-64,Uncoded,124
NC,123,35-64,Asian,56
TX,307,18-34,Hispanic,157
AR,003,35-64,Hispanic,17
NE,151,65+,Hispanic,45
MN,139,65+,Asian,165
CA,069,18-34,Asian,27
MO,095,35-64,Asian,100
NY,089,35-64,Uncoded,197
GA,051,65+,Hispanic,271
NE,181,18-34,Caucasian,344
GA,267,18-34,Hispanic,122
KS,189,18-34,Uncoded,27
MS,009,35-64,Caucasian,1141
OK,017,35-64,Uncoded,1547
VA,175,35-64,African-American,1192
OR,069,65+,Caucasian,393
IA,077,18-34,Caucasian,1171
CO,015,65+,Caucasian,3628
WV,033,35-64,Uncoded,166
AL,091,18-34,Caucasian,976
VA,660,65+,Caucasian,3127
TX,291,35-64,African-American,915
WY,015,35-64,Caucasian,1656
FL,065,18-34,Hispanic,27
NE,085,65+,Caucasian,133
FL,107,65+,Hispanic,254
SD,015,35-64,Native American,8
NM,039,18-34,Caucasian,176
TX,473,65+,African-American,447
NC,103,65+,Caucasian,1107
TX,371,35-64,Hispanic,1400
IN,135,18-34,Caucasian,2203
GA,241,65+,Caucasian,3180
MN,141,35-64,African-American,85
NM,041,18-34,Caucasian,963
NC,059,35-64,Uncoded,28
NC,161,18-34,African-American,537
KS,165,65+,Caucasian,581
KY,121,65+,Caucasian,3335
IL,125,18-34,Caucasian,1121
NM,057,35-64,Caucasian,1168
AE,,18-34,Uncoded,83
TX,469,18-34,Hispanic,2861
OH,017,35-64,Hispanic,226
AL,023,65+,African-American,916
GA,065,65+,Caucasian,570
TX,005,35-64,Hispanic,1394
TN,181,65+,Caucasian,2105
MI,077,35-64,Hispanic,231
FL,061,65+,Asian,223
IL,089,65+,Asian,511
TX,315,35-64,African-American,408
IN,163,65+,Uncoded,216
SD,025,65+,Caucasian,635
VA,023,35-64,Uncoded,104
SC,045,18-34,Hispanic,2877
NE,003,18-34,Caucasian,659
NY,035,18-34,Uncoded,93
WY,007,35-64,Hispanic,109
MS,129,18-34,Caucasian,579
AL,027,18-34,Caucasian,1264
MN,167,35-64,Caucasian,1402
LA,031,35-64,African-American,2142
GA,073,65+,Uncoded,72
GA,057,35-64,Other,1017
TX,063,18-34,Uncoded,89
TX,303,65+,African-American,765
NM,006,18-34,Hispanic,370
TX,005,65+,Uncoded,219
MA,013,18-34,African-American,2220
NY,111,18-34,Hispanic,532
LA,029,35-64,Caucasian,2329
MO,203,65+,Caucasian,1081
NV,027,35-64,Caucasian,708
OR,017,35-64,Uncoded,1584
AR,043,35-64,African-American,563
SD,057,35-64,Caucasian,1097
ND,099,35-64,Caucasian,1829
NC,037,35-64,Other,287
NC,049,65+,Hispanic,121
,,18-34,African-American,26
ND,049,35-64,Caucasian,1171
MO,037,35-64,African-American,227
IA,053,35-64,Hispanic,7
GA,269,35-64,Caucasian,1120
TX,001,18-34,Caucasian,2632
IN,177,35-64,Uncoded,150
TX,369,18-34,Caucasian,281
IA,163,35-64,African-American,754
TX,279,35-64,Uncoded,92
GA,227,18-34,Caucasian,3133
TN,135,65+,Caucasian,1238
WI,047,18-34,Uncoded,34
VA,001,65+,African-American,723
NY,027,35-64,Hispanic,1779
SC,019,35-64,Uncoded,71
MO,165,35-64,African-American,329
MS,067,65+,African-American,1769
TX,289,18-34,Caucasian,1000
TX,309,18-34,Uncoded,1263
IA,195,18-34,Caucasian,894
MS,047,35-64,Uncoded,1191
WI,125,65+,Native American,62
OH,029,18-34,Uncoded,70
OH,085,35-64,Hispanic,263
IA,173,18-34,Caucasian,518
MS,109,18-34,Caucasian,2138
OH,125,18-34,Caucasian,1856
NC,047,18-34,Caucasian,3260
PA,131,18-34,Uncoded,38
SC,007,18-34,Uncoded,20
PA,041,18-34,Uncoded,1035
MS,085,35-64,African-American,1830
PA,045,65+,Hispanic,120
MD,045,65+,African-American,1603
AR,115,65+,Uncoded,47
RI,007,35-64,Asian,785
AL,039,65+,African-American,484
CO,069,18-34,Hispanic,1858
SC,073,18-34,Other,100
MO,097,35-64,Hispanic,220
GA,225,65+,African-American,1179
NE,123,35-64,Caucasian,919
PA,,35-64,Caucasian,2614
GA,245,18-34,Native American,126
SC,059,35-64,Hispanic,187
NE,119,35-64,Uncoded,210
GA,121,18-34,Native American,836
WI,,35-64,Uncoded,73
MN,135,35-64,Native American,2
AL,127,65+,Hispanic,13
TX,419,35-64,African-American,536
NC,067,18-34,Asian,566
AR,081,18-34,Caucasian,760
IN,127,18-34,African-American,167
MO,007,18-34,Caucasian,2175
GA,123,65+,Other,31
GA,105,18-34,African-American,482
AL,123,18-34,African-American,1261
FL,043,35-64,African-American,115
TX,281,35-64,Caucasian,4284
OR,063,65+,Caucasian,1824
IL,203,65+,Caucasian,6265
LA,001,35-64,Caucasian,10893
OH,043,65+,Caucasian,12891
NE,035,35-64,Caucasian,1296
WA,035,18-34,Uncoded,2001
IN,173,18-34,Caucasian,7225
NC,049,65+,Other,111
TX,355,65+,Caucasian,20364
GA,077,35-64,Caucasian,28840
CA,097,35-64,Asian,917
FL,095,35-64,Other,8768
FL,089,65+,Caucasian,16196
NC,065,65+,Caucasian,3213
IA,013,65+,Caucasian,18067
MS,073,35-64,Caucasian,11533
TX,323,18-34,Uncoded,32
IL,113,18-34,Uncoded,810
OK,055,35-64,Caucasian,768
OH,101,35-64,Uncoded,147
MI,149,35-64,Caucasian,13340
KS,125,35-64,Uncoded,121
SD,083,35-64,Caucasian,16389
MS,071,35-64,African-American,1603
MI,017,18-34,Caucasian,11850
CO,037,35-64,Caucasian,8559
MS,035,65+,Caucasian,6931
LA,019,65+,Caucasian,17801
TN,105,18-34,Caucasian,4328
KY,049,35-64,Caucasian,8741
AR,041,18-34,Caucasian,469
TX,001,65+,African-American,456
IN,009,18-34,Caucasian,1150
WV,069,35-64,Caucasian,7809
MN,087,65+,Caucasian,613
CO,031,18-34,African-American,4079
WI,013,65+,Caucasian,3912
NY,081,18-34,African-American,26360
ME,019,18-34,Uncoded,221
MD,047,35-64,Caucasian,11178
TX,441,35-64,Hispanic,3299
IL,141,35-64,Caucasian,10873
NC,195,65+,Caucasian,6933
OH,141,35-64,Caucasian,15662
OH,041,18-34,African-American,185
FL,081,65+,African-American,2569
GA,055,35-64,Caucasian,4413
TX,047,18-34,Hispanic,598
AR,081,65+,African-American,201
LA,027,65+,Caucasian,1466
TX,059,18-34,Caucasian,1107
MO,043,65+,Caucasian,11808
NE,155,18-34,Caucasian,2717
AZ,009,65+,Caucasian,2438
NM,043,18-34,African-American,34
AR,087,65+,Caucasian,1987
TX,375,18-34,Hispanic,2746
TN,081,18-34,Caucasian,2107
NE,081,65+,Caucasian,1601
IN,125,35-64,Caucasian,3133
GA,135,18-34,Uncoded,938
GA,139,35-64,Hispanic,3191
NJ,039,35-64,African-American,16439
MI,157,18-34,Caucasian,5841
CO,095,65+,Caucasian,753
OH,031,35-64,Caucasian,7359
NJ,023,35-64,African-American,6876
MN,053,18-34,Uncoded,6936
TX,381,65+,Uncoded,400
GA,221,65+,Caucasian,1840
NY,105,35-64,Caucasian,12491
AL,033,18-34,Caucasian,5496
NC,063,35-64,Other,1670
AL,079,65+,Caucasian,4465
WI,029,35-64,Caucasian,6999
TX,121,18-34,Uncoded,6879
SC,029,65+,Caucasian,4058
MI,041,35-64,Caucasian,9310
AL,057,18-34,Caucasian,1635
MI,163,18-34,Hispanic,4088
VA,037,18-34,Caucasian,828
NJ,021,35-64,Asian,5815
WA,053,35-64,Hispanic,2946
MO,203,35-64,Caucasian,1571
TX,451,18-34,Hispanic,3190
LA,095,35-64,Hispanic,209
MI,125,18-34,African-American,15070
MN,043,65+,Caucasian,2531
VA,185,35-64,Caucasian,8093
WI,055,18-34,Caucasian,3917
AR,123,65+,Caucasian,1351
WY,043,35-64,Caucasian,1183
TX,341,18-34,Hispanic,877
OH,017,35-64,African-American,2157
CO,073,65+,Caucasian,630
PA,119,18-34,Caucasian,3182
TX,453,65+,Hispanic,10306
TX,303,35-64,African-American,1376
AL,035,18-34,African-American,722
GA,289,18-34,African-American,345
NC,045,18-34,Caucasian,7092
NM,007,65+,Caucasian,1143
TX,091,65+,Hispanic,2124
GA,237,65+,Caucasian,3580
AL,121,18-34,Caucasian,5292
AR,143,35-64,Hispanic,1452
PA,071,35-64,Uncoded,4772
NY,123,18-34,Caucasian,1953
CO,069,18-34,Uncoded,2354
WY,033,35-64,Caucasian,4609
IL,069,65+,Caucasian,666
NC,141,65+,Caucasian,7507
NC,165,35-64,African-American,2336
PA,059,35-64,Caucasian,7176
MD,023,18-34,Caucasian,3330
NY,,65+,Caucasian,3331
GA,001,18-34,African-American,319
NJ,013,35-64,Asian,3924
AL,013,35-64,Caucasian,2576
WA,003,65+,Caucasian,4025
VA,109,18-34,Uncoded,109
ID,051,18-34,Caucasian,2482
FL,101,35-64,African-American,7995
SD,115,65+,Caucasian,1002
MN,163,18-34,Asian,633
LA,049,65+,African-American,446
AK,020,35-64,Asian,1835
KY,087,35-64,Caucasian,2836
KS,125,65+,Uncoded,46
NY,091,65+,Uncoded,473
FL,023,18-34,African-American,958
PA,063,35-64,Uncoded,168
LA,087,35-64,Uncoded,6
OH,139,65+,Uncoded,148
TX,089,18-34,Uncoded,72
LA,069,35-64,Other,167
FL,113,18-34,African-American,1066
OR,055,65+,Caucasian,334
IL,057,65+,Asian,1
KY,177,65+,Uncoded,9
TX,095,35-64,Caucasian,285
NY,117,18-34,Uncoded,219
MT,033,35-64,Caucasian,263
GA,301,35-64,Caucasian,493
MN,081,18-34,Caucasian,432
CA,051,18-34,Caucasian,610
TX,147,65+,Uncoded,86
VA,147,35-64,African-American,1187
OH,101,35-64,Hispanic,6
OK,133,18-34,Uncoded,96
OH,057,65+,Asian,136
WA,005,35-64,Asian,227
UT,027,18-34,Caucasian,339
NC,021,35-64,Asian,419
GA,047,65+,African-American,140
OR,031,18-34,Hispanic,347
NC,049,35-64,Uncoded,74
VA,595,65+,African-American,392
TX,079,65+,Uncoded,7
NM,043,35-64,Native American,778
FL,087,35-64,African-American,569
CO,035,35-64,African-American,235
MI,017,65+,Hispanic,106
MI,085,18-34,Caucasian,774
LA,125,18-34,African-American,218
NE,185,35-64,Uncoded,46
GA,047,35-64,Uncoded,49
VA,640,35-64,Caucasian,1061
NC,027,35-64,African-American,802
GA,147,18-34,Other,36
MI,107,18-34,Uncoded,94
PA,087,35-64,Uncoded,110
WY,003,18-34,Caucasian,280
LA,085,18-34,Native American,257
TX,379,65+,Uncoded,40
TX,325,65+,Uncoded,84
AZ,012,18-34,Caucasian,316
OK,065,18-34,Uncoded,80
OR,059,18-34,Uncoded,383
MA,015,18-34,Hispanic,160
NE,073,35-64,Caucasian,481
FL,045,65+,African-American,188
MI,143,35-64,Native American,3
OK,135,18-34,Uncoded,113
VA,097,18-34,African-American,190
MD,021,65+,Hispanic,230
GA,031,35-64,Asian,120
GA,127,35-64,Asian,205
WA,075,18-34,Asian,161
MO,161,65+,African-American,10
OR,017,35-64,African-American,26
NE,083,35-64,Caucasian,763
GA,071,35-64,Uncoded,18
RI,001,35-64,Uncoded,431
WI,027,35-64,Hispanic,76
ID,001,18-34,Other,9
NM,,65+,Uncoded,24
TX,421,35-64,Caucasian,167
MS,095,35-64,Uncoded,52
TX,187,18-34,Uncoded,408
OK,113,35-64,Native American,187
MN,103,18-34,African-American,19
FL,119,65+,Other,347
VA,091,18-34,Caucasian,183
KS,187,65+,Caucasian,137
CA,003,18-34,Caucasian,44
NY,019,65+,Asian,5
TX,477,18-34,Hispanic,230
FL,055,65+,Native American,62
TX,045,65+,Caucasian,165
AR,013,18-34,African-American,49
TX,241,18-34,African-American,507
VA,137,18-34,Uncoded,176
MS,059,18-34,Uncoded,267
TX,147,35-64,Hispanic,98
TX,097,18-34,Hispanic,341
MN,119,35-64,Hispanic,62
MN,111,35-64,Hispanic,39
ME,031,18-34,Hispanic,16
OH,083,35-64,Uncoded,124
IL,121,65+,African-American,75
IL,171,18-34,Caucasian,419
AL,089,65+,Hispanic,382
IA,103,35-64,African-American,270
WI,078,35-64,Caucasian,155
SC,027,65+,Other,12
CO,001,18-34,African-American,465
ID,041,65+,Hispanic,1
SC,015,65+,Other,96
CO,081,35-64,Uncoded,66
TN,043,65+,African-American,141
MN,083,65+,African-American,6
WV,081,65+,Uncoded,86
NE,147,35-64,Hispanic,3
OH,067,35-64,Uncoded,17
ME,007,65+,Uncoded,20
OR,035,35-64,Uncoded,600
CA,111,35-64,African-American,340
GA,231,18-34,African-American,148
MN,137,65+,Uncoded,197
MN,037,65+,Asian,280
MS,149,18-34,African-American,947
VA,,35-64,Asian,29
MN,119,65+,Uncoded,39
LA,017,65+,Other,559
MS,049,35-64,Asian,51
FL,123,35-64,Asian,35
AR,045,35-64,Hispanic,55
SC,007,18-34,Other,393
AK,100,35-64,Caucasian,70
GA,017,35-64,Other,21
GA,317,18-34,Hispanic,12
TN,017,35-64,Uncoded,49
TN,083,18-34,Native American,1
TN,033,65+,African-American,151
RI,005,35-64,Other,2
GA,249,35-64,African-American,146
LA,035,65+,Caucasian,352
TN,079,65+,Uncoded,18
WA,077,18-34,Hispanic,10225
TX,135,65+,Caucasian,7513
MS,049,18-34,African-American,8681
MA,017,18-34,Asian,8538
MO,189,18-34,African-American,19469
NM,013,35-64,Caucasian,13988
NY,065,18-34,Uncoded,721
OR,051,65+,African-American,1131
KS,011,18-34,Caucasian,1483
MN,119,35-64,Caucasian,6047
CT,003,65+,Hispanic,5079
AL,043,65+,Caucasian,12379
AL,087,65+,African-American,2071
NH,001,35-64,Caucasian,13001
WA,071,35-64,Uncoded,474
TX,029,18-34,Uncoded,4973
MN,141,18-34,Caucasian,10344
NY,075,65+,Caucasian,15981
LA,079,18-34,Caucasian,7459
NE,055,35-64,Hispanic,2665
KS,197,65+,Caucasian,1228
MO,129,65+,Caucasian,633
AZ,012,65+,Caucasian,1667
IN,017,18-34,Caucasian,2853
IL,199,35-64,Caucasian,15451
MN,027,18-34,Caucasian,5600
IN,021,35-64,Caucasian,5978
NH,,35-64,Caucasian,443
LA,109,65+,African-American,1581
GA,179,35-64,Caucasian,4388
MS,145,65+,Caucasian,3438
OH,059,18-34,Caucasian,3343
TX,149,18-34,Hispanic,249
TX,257,35-64,African-American,2029
LA,117,65+,African-American,1376
SC,077,35-64,Caucasian,23218
TN,153,65+,Caucasian,2353
NM,061,65+,Uncoded,102
IL,027,18-34,Caucasian,3685
MI,091,18-34,Hispanic,371
TX,397,35-64,Hispanic,1735
MN,129,65+,Caucasian,2127
OH,081,65+,Caucasian,10473
DC,001,35-64,Hispanic,1952
NC,117,65+,African-American,1433
TX,477,18-34,Caucasian,2375
VA,117,18-34,Caucasian,1739
IN,113,35-64,Caucasian,9384
VA,193,35-64,Caucasian,2916
FL,103,65+,African-American,8086
IA,045,18-34,Caucasian,4933
IN,,35-64,Caucasian,1963
FL,001,65+,Other,797
IL,163,35-64,Uncoded,1477
TX,439,65+,Asian,3052
WY,013,65+,Caucasian,4325
MD,009,35-64,Uncoded,700
AL,061,35-64,African-American,499
OK,065,35-64,Hispanic,264
LA,109,35-64,Uncoded,5
MO,177,65+,Caucasian,3417
SC,025,65+,African-American,1701
AR,115,35-64,Caucasian,10491
TX,015,35-64,Uncoded,225
UT,049,35-64,Uncoded,2113
KY,051,65+,Caucasian,2220
NE,041,35-64,Caucasian,2574
TX,425,35-64,Caucasian,1860
GA,067,18-34,Hispanic,7697
SD,079,65+,Caucasian,2079
NC,093,18-34,Hispanic,412
AL,031,35-64,Caucasian,8962
TX,409,18-34,Caucasian,2992
SD,019,65+,Caucasian,1529
ID,041,65+,Caucasian,1541
VA,195,35-64,Caucasian,6601
FL,111,18-34,Hispanic,5791
OH,027,18-34,Caucasian,3864
PA,001,18-34,Caucasian,8792
OH,041,35-64,Uncoded,2206
FL,005,35-64,Other,609
MS,105,65+,Caucasian,3649
IN,003,18-34,Uncoded,2211
TX,149,35-64,Caucasian,4534
NE,163,35-64,Caucasian,659
AL,033,35-64,Asian,45
TN,171,35-64,Caucasian,3470
GA,151,18-34,African-American,15180
NC,191,65+,African-American,4583
NC,129,35-64,Uncoded,186
KS,091,18-34,Asian,756
OH,061,18-34,Uncoded,2998
MN,115,35-64,Caucasian,6125
MO,141,18-34,Caucasian,1532
PA,029,65+,African-American,1089
UT,047,18-34,Caucasian,1161
AL,103,18-34,Uncoded,12
CA,061,65+,Hispanic,1633
LA,013,18-34,Caucasian,608
ID,035,18-34,African-American,1
IN,141,35-64,Uncoded,2023
NC,001,65+,Hispanic,232
OH,167,18-34,Caucasian,5828
MN,109,35-64,Asian,471
LA,029,18-34,Caucasian,973
WA,061,35-64,African-American,1137
IN,031,65+,Caucasian,3691
MI,145,65+,Uncoded,833
SC,027,35-64,Caucasian,3834
PA,003,65+,African-American,10928
PA,067,35-64,Caucasian,4988
CA,051,65+,Caucasian,1330
VA,107,35-64,Uncoded,8108
NY,083,35-64,Uncoded,908
IA,141,35-64,Caucasian,2990
TX,085,35-64,Hispanic,11651
AR,059,18-34,Caucasian,2223
TX,203,35-64,African-American,2321
TX,147,35-64,Caucasian,6803
NC,153,35-64,African-American,2547
TX,041,18-34,Hispanic,3813
LA,099,35-64,Asian,59
KY,231,65+,Caucasian,3029
WY,009,35-64,Uncoded,47
PA,103,35-64,Hispanic,547
IA,031,35-64,Caucasian,4654
NC,061,35-64,Caucasian,5870
CO,013,65+,Uncoded,1037
WY,001,65+,Hispanic,105
IN,147,35-64,Uncoded,35
GA,103,18-34,Other,154
SC,063,65+,Hispanic,206
IA,195,35-64,Uncoded,14
OK,059,35-64,Caucasian,344
WA,015,65+,Uncoded,295
VA,021,65+,Caucasian,1054
KS,013,18-34,Caucasian,794
IL,183,18-34,African-American,456
GA,017,35-64,African-American,1038
GA,287,35-64,African-American,635
SC,051,65+,Native American,95
TX,401,35-64,Uncoded,330
MT,029,65+,Uncoded,212
VA,680,65+,African-American,1530
NE,079,65+,Uncoded,135
MS,161,65+,African-American,620
GA,131,18-34,African-American,584
FL,015,18-34,Uncoded,42
NJ,011,35-64,Uncoded,1306
IN,039,65+,African-American,314
IL,107,65+,Uncoded,17
NC,073,65+,African-American,549
KS,185,18-34,Caucasian,338
ID,087,35-64,Caucasian,1561
MO,129,18-34,Caucasian,356
NY,103,65+,Asian,1125
MN,165,18-34,Hispanic,102
MT,063,18-34,Uncoded,379
FL,047,35-64,African-American,569
RI,009,65+,Uncoded,268
GA,271,35-64,African-American,439
MN,149,18-34,Caucasian,754
NM,031,65+,Hispanic,538
ID,001,18-34,Asian,134
FL,107,35-64,African-American,1995
WI,055,65+,Uncoded,147
NY,063,65+,Uncoded,545
MS,115,35-64,African-American,650
OH,109,65+,Uncoded,116
FL,099,65+,Native American,581
UT,009,18-34,Caucasian,29
NV,017,65+,Caucasian,608
GA,297,65+,Hispanic,84
MN,019,18-34,African-American,26
MO,161,35-64,Uncoded,162
VA,065,35-64,African-American,471
WI,013,65+,Native American,17
CO,067,35-64,African-American,11
LA,099,35-64,Uncoded,1
TX,117,65+,Caucasian,954
ID,013,35-64,Hispanic,153
CA,037,18-34,Other,62
VA,081,18-34,African-American,490
VA,141,35-64,African-American,118
TN,047,65+,African-American,1374
GA,211,18-34,Native American,9
FL,083,35-64,Other,1219
CA,055,18-34,Uncoded,609
KY,225,18-34,Uncoded,9
MO,097,65+,African-American,22
TX,019,65+,Uncoded,98
PA,061,35-64,African-American,29
NE,019,65+,Uncoded,81
IN,019,35-64,Uncoded,691
OK,097,35-64,Uncoded,150
FL,107,35-64,Other,121
KS,111,35-64,Uncoded,198
FL,043,18-34,Hispanic,154
VA,089,35-64,Hispanic,36
FL,125,65+,African-American,121
CO,063,18-34,Hispanic,56
AK,188,35-64,Caucasian,50
MO,169,18-34,African-American,176
OH,169,18-34,African-American,23
OH,035,65+,Asian,526
GA,007,65+,African-American,187
NY,109,18-34,Other,3
NV,013,35-64,Hispanic,379
OK,091,35-64,Native American,92
NE,169,35-64,Hispanic,3
VA,037,65+,Uncoded,15
FL,087,18-34,Hispanic,1088
IA,071,18-34,Caucasian,664
CA,007,35-64,Asian,385
MI,055,35-64,Uncoded,393
OK,045,35-64,Uncoded,18
WI,055,35-64,Hispanic,169
SC,041,35-64,Asian,384
NY,037,35-64,Hispanic,17
NC,051,35-64,Native American,719
MI,063,35-64,Uncoded,108
WA,071,65+,Hispanic,228
NC,151,35-64,African-American,1843
TX,179,18-34,Hispanic,300
AL,095,18-34,African-American,228
TN,137,18-34,Caucasian,480
OH,107,65+,Uncoded,47
TN,023,18-34,Uncoded,17
TN,121,35-64,Uncoded,8
MO,005,18-34,Caucasian,576
MI,127,35-64,Uncoded,198
TN,029,18-34,African-American,35
GA,223,35-64,Other,636
GA,069,35-64,Asian,32
VT,011,18-34,Uncoded,54
FL,129,35-64,Uncoded,4
CA,023,35-64,Hispanic,532
NM,041,35-64,Uncoded,93
VA,061,65+,Uncoded,161
GA,305,18-34,African-American,437
SC,077,65+,Asian,82
NE,053,35-64,Hispanic,139
SC,029,65+,Native American,17
LA,017,65+,Uncoded,5
LA,041,18-34,African-American,610
TX,015,65+,Hispanic,212
NE,023,65+,Uncoded,17
TX,001,35-64,Uncoded,375
AL,051,18-34,Hispanic,105
OR,047,35-64,Asian,227
TX,475,35-64,African-American,27
AR,125,35-64,Uncoded,516
GA,139,65+,African-American,1064
AL,101,65+,Hispanic,100
GA,293,18-34,African-American,742
MD,035,65+,African-American,215
IL,075,35-64,Uncoded,127
MN,051,35-64,Caucasian,1334
VA,775,35-64,African-American,114
OH,157,65+,Uncoded,102
SC,035,18-34,Uncoded,20
SC,013,35-64,Other,336
SD,061,35-64,Caucasian,673
GA,011,35-64,African-American,93
AZ,021,65+,Native American,76
GA,165,65+,Caucasian,714
OK,039,18-34,Hispanic,169
TN,121,18-34,Caucasian,1042
,,18-34,Uncoded,106
IN,053,18-34,African-American,220
GA,297,18-34,Other,247
OH,095,65+,Hispanic,447
OR,025,18-34,Caucasian,640
TX,139,65+,African-American,823
VA,570,35-64,Uncoded,148
KY,057,65+,Caucasian,1060
TX,485,65+,Asian,34
MO,213,65+,African-American,13
IN,169,65+,Uncoded,29
PA,073,65+,Uncoded,89
VA,029,35-64,African-American,862
FL,061,65+,African-American,1153
CT,005,65+,Asian,23
OR,009,18-34,Hispanic,26
VA,001,35-64,Hispanic,39
MI,077,65+,Uncoded,587
MN,143,18-34,Asian,2
AR,099,35-64,African-American,485
ID,031,18-34,Hispanic,195
VA,069,65+,Hispanic,39
MS,123,65+,African-American,1069
GA,033,35-64,Uncoded,13
NC,127,35-64,Uncoded,43
TX,189,18-34,Uncoded,116
GA,087,65+,African-American,911
IA,,35-64,Uncoded,46
MO,113,18-34,Uncoded,125
KS,115,18-34,Caucasian,1066
WV,011,35-64,African-American,257
TX,367,35-64,Asian,38
TX,003,18-34,Caucasian,859
MA,013,18-34,Asian,188
PA,079,18-34,Uncoded,1469
NM,057,18-34,Hispanic,190
IL,057,35-64,Hispanic,3
GA,127,35-64,Other,187
KS,111,18-34,Caucasian,2762
KY,067,65+,Asian,134
